,Artist,Position,Streams,Track Name,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
188,Nekfeu,189,240261,Voyage léger,0.264,https://api.spotify.com/v1/audio-analysis/5FJUbcs6V1sMuDNw0GM2NQ,0.75,202693,0.557,5FJUbcs6V1sMuDNw0GM2NQ,0.0,8,0.122,-7.878,0,0.233,119.968,4,https://api.spotify.com/v1/tracks/5FJUbcs6V1sMuDNw0GM2NQ,audio_features,spotify:track:5FJUbcs6V1sMuDNw0GM2NQ,0.137
189,Ninho,190,239926,Paris c'est magique,0.645,https://api.spotify.com/v1/audio-analysis/5gNZjp6r2TfC3uh9iopWxt,0.701,187399,0.731,5gNZjp6r2TfC3uh9iopWxt,0.0,5,0.116,-5.721,0,0.277,184.782,3,https://api.spotify.com/v1/tracks/5gNZjp6r2TfC3uh9iopWxt,audio_features,spotify:track:5gNZjp6r2TfC3uh9iopWxt,0.433
190,PNL,191,239661,La misère est si belle,0.451,https://api.spotify.com/v1/audio-analysis/1s3XtkdfT3obSCbQVWtvX9,0.803,304524,0.624,1s3XtkdfT3obSCbQVWtvX9,0.000734,7,0.1,-6.764,0,0.0477,95.968,4,https://api.spotify.com/v1/tracks/1s3XtkdfT3obSCbQVWtvX9,audio_features,spotify:track:1s3XtkdfT3obSCbQVWtvX9,0.628
191,L'Algérino,192,236538,Mention Max,0.168,https://api.spotify.com/v1/audio-analysis/5fmaky49ckF85XQ3Zjo0J8,0.931,202747,0.829,5fmaky49ckF85XQ3Zjo0J8,0.0,11,0.0964,-4.151,0,0.0549,114.969,4,https://api.spotify.com/v1/tracks/5fmaky49ckF85XQ3Zjo0J8,audio_features,spotify:track:5fmaky49ckF85XQ3Zjo0J8,0.825
192,Timal,193,235598,La 11,0.317,https://api.spotify.com/v1/audio-analysis/31nVueZPhJMVw1TR5HkquB,0.54,180785,0.709,31nVueZPhJMVw1TR5HkquB,0.0,7,0.269,-5.898,0,0.426,123.821,4,https://api.spotify.com/v1/tracks/31nVueZPhJMVw1TR5HkquB,audio_features,spotify:track:31nVueZPhJMVw1TR5HkquB,0.424
193,PNL,194,235220,Ryuk,0.4,https://api.spotify.com/v1/audio-analysis/2GZaEiqQ6QTo964loSzJEw,0.628,236408,0.572,2GZaEiqQ6QTo964loSzJEw,0.0687,0,0.178,-8.407,0,0.0478,121.942,4,https://api.spotify.com/v1/tracks/2GZaEiqQ6QTo964loSzJEw,audio_features,spotify:track:2GZaEiqQ6QTo964loSzJEw,0.223
194,Clara Luciani,195,232273,Nue,0.17,https://api.spotify.com/v1/audio-analysis/3rfDjFBGWeDW88inQfLzmm,0.707,184077,0.672,3rfDjFBGWeDW88inQfLzmm,0.0,9,0.101,-5.503,0,0.112,132.058,4,https://api.spotify.com/v1/tracks/3rfDjFBGWeDW88inQfLzmm,audio_features,spotify:track:3rfDjFBGWeDW88inQfLzmm,0.961
195,Nekfeu,196,230877,Menteur menteur,0.36,https://api.spotify.com/v1/audio-analysis/27MoaZnyF4chxovDTuIKol,0.864,225427,0.701,27MoaZnyF4chxovDTuIKol,0.0,8,0.105,-7.146,1,0.132,137.98,4,https://api.spotify.com/v1/tracks/27MoaZnyF4chxovDTuIKol,audio_features,spotify:track:27MoaZnyF4chxovDTuIKol,0.833
196,Dadju,197,230666,Jaloux,0.193,https://api.spotify.com/v1/audio-analysis/4z1gMvWV2ofN66kDuieHMq,0.558,233986,0.797,4z1gMvWV2ofN66kDuieHMq,0.0,8,0.399,-3.89,0,0.0739,139.992,4,https://api.spotify.com/v1/tracks/4z1gMvWV2ofN66kDuieHMq,audio_features,spotify:track:4z1gMvWV2ofN66kDuieHMq,0.368
197,Clara Luciani,198,230579,La grenade,0.138,https://api.spotify.com/v1/audio-analysis/7ixCRBD0FZMRBeOBhTu2KD,0.724,194493,0.697,7ixCRBD0FZMRBeOBhTu2KD,0.000717,11,0.126,-6.594,0,0.0539,130.014,4,https://api.spotify.com/v1/tracks/7ixCRBD0FZMRBeOBhTu2KD,audio_features,spotify:track:7ixCRBD0FZMRBeOBhTu2KD,0.961
198,The Avener,199,230036,Beautiful,0.124,https://api.spotify.com/v1/audio-analysis/0UOtMNhi7gTH2r9xnskmjc,0.785,189500,0.746,0UOtMNhi7gTH2r9xnskmjc,0.000382,9,0.35,-6.133,1,0.0351,123.019,4,https://api.spotify.com/v1/tracks/0UOtMNhi7gTH2r9xnskmjc,audio_features,spotify:track:0UOtMNhi7gTH2r9xnskmjc,0.682
199,PNL,200,230030,Bang,0.632,https://api.spotify.com/v1/audio-analysis/3fzuD5588k458917D1huVD,0.675,262934,0.46,3fzuD5588k458917D1huVD,0.0203,0,0.162,-9.06,0,0.053,114.97,4,https://api.spotify.com/v1/tracks/3fzuD5588k458917D1huVD,audio_features,spotify:track:3fzuD5588k458917D1huVD,0.272
