,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
826,0.746,0.447,-7.485,0.118,0.846,0.0,0.201,0.924,139.994
827,0.555,0.439,-11.026,0.222,0.841,0.0,0.106,0.705,186.581
828,0.607,0.688,-6.83,0.136,0.298,0.0,0.163,0.638,168.002
829,0.748,0.499,-9.436,0.122,0.149,0.0,0.164,0.686,94.977
830,0.866,0.559,-5.571,0.0751,0.429,0.0,0.0817,0.729,128.024
831,0.623,0.68,-7.255,0.292,0.354,0.0,0.912,0.643,188.162
832,0.694,0.506,-10.272,0.29,0.0346,0.0,0.0774,0.263,169.866
833,0.828,0.631,-6.728,0.036,0.432,0.0,0.118,0.831,127.974
834,0.687,0.872,-3.013,0.0983,0.126,0.00839,0.0906,0.706,179.991
835,0.943,0.798,-4.548,0.0629,0.386,0.000518,0.074,0.904,134.997
836,0.643,0.541,-8.786,0.0777,0.463,0.0,0.381,0.499,132.143
837,0.879,0.626,-2.122,0.143,0.127,0.0,0.0656,0.848,160.047
838,0.647,0.713,-5.874,0.0256,0.113,0.00703,0.146,0.277,124.982
839,0.673,0.877,-3.108,0.122,0.0613,0.0,0.331,0.819,137.937
840,0.598,0.885,-3.383,0.0509,0.255,0.0,0.965,0.648,113.919
841,0.74,0.791,-3.915,0.239,0.192,0.0,0.35,0.744,75.017
842,0.623,0.892,-4.128,0.089,0.0851,3.86e-06,0.779,0.663,127.787
843,0.565,0.404,-9.733,0.106,0.0337,0.0,0.0443,0.683,86.812
844,0.626,0.897,-3.539,0.0583,0.61,0.0,0.756,0.528,137.891
845,0.686,0.945,-3.123,0.0598,0.0383,1.42e-05,0.0898,0.112,98.008
846,0.648,0.833,-6.323,0.258,0.196,0.0,0.313,0.691,135.666
847,0.764,0.548,-8.364,0.0552,0.794,0.0,0.19,0.646,136.911
848,0.532,0.467,-6.499,0.117,0.0133,2.91e-06,0.226,0.249,76.792
849,0.663,0.703,-4.394,0.0386,0.607,0.0,0.132,0.651,107.562
850,0.674,0.789,-4.63,0.287,0.354,0.0,0.115,0.874,163.896
851,0.482,0.657,-8.305,0.328,0.197,0.0,0.162,0.314,94.043
852,0.675,0.885,-1.816,0.0338,0.662,0.0,0.499,0.722,130.014
853,0.565,0.586,-7.16,0.0306,0.802,0.0,0.254,0.677,95.986
854,0.657,0.925,-2.252,0.189,0.316,0.0,0.606,0.904,93.941
855,0.539,0.882,-4.087,0.263,0.153,0.0,0.805,0.492,93.165
856,0.565,0.83,-4.663,0.165,0.383,0.0,0.154,0.455,173.965
857,0.617,0.872,-2.963,0.0946,0.58,0.0,0.111,0.837,176.093
858,0.81,0.789,-3.361,0.0606,0.39,0.0,0.292,0.714,117.913
859,0.355,0.34,-11.233,0.0407,0.913,1.97e-06,0.106,0.201,115.341
860,0.61,0.492,-7.719,0.0325,0.617,6.05e-06,0.067,0.323,124.126
861,0.537,0.837,-4.477,0.039,0.19,0.0,0.348,0.533,90.083
862,0.719,0.85,-3.229,0.0317,0.012,0.000239,0.114,0.367,150.059
863,0.53,0.432,-10.678,0.0472,0.399,7.81e-06,0.113,0.186,182.842
864,0.586,0.696,-6.56,0.0408,0.0298,8.33e-05,0.0856,0.417,143.943
865,0.686,0.415,-9.665,0.0322,0.262,0.0,0.077,0.403,130.076
866,0.583,0.496,-7.79,0.0411,0.52,0.0,0.223,0.477,155.915
867,0.635,0.581,-7.05,0.031,0.647,0.0,0.126,0.492,139.963
868,0.703,0.426,-10.676,0.0301,0.424,8.86e-06,0.111,0.186,91.613
869,0.579,0.806,-4.281,0.0446,0.0309,0.0,0.071,0.373,159.975
870,0.526,0.845,-6.372,0.342,0.162,1.3e-05,0.498,0.235,172.028
871,0.378,0.433,-9.356,0.0876,0.464,0.0,0.0757,0.551,84.673
872,0.447,0.341,-8.819,0.041,0.659,0.0,0.138,0.294,121.062
873,0.643,0.568,-5.894,0.0251,0.623,0.0,0.0937,0.415,116.013
874,0.675,0.711,-4.73,0.0281,0.628,0.0,0.0581,0.588,128.038
875,0.326,0.672,-5.212,0.0366,0.219,0.0,0.094,0.346,203.774
876,0.71,0.598,-5.847,0.036,0.649,0.0,0.105,0.421,120.03
877,0.651,0.413,-7.008,0.026,0.835,0.0,0.125,0.438,75.997
878,0.696,0.705,-7.439,0.0344,0.446,0.0,0.216,0.516,123.988
879,0.426,0.487,-5.276,0.0361,0.785,0.0,0.259,0.28,135.103
880,0.392,0.564,-4.787,0.0333,0.644,0.0,0.226,0.349,129.549
881,0.596,0.561,-10.226,0.0386,0.15,0.00167,0.583,0.453,127.887
882,0.475,0.344,-8.773,0.0308,0.719,0.000603,0.143,0.261,144.018
883,0.512,0.311,-7.083,0.0314,0.889,0.0,0.112,0.271,80.884
884,0.587,0.539,-9.594,0.0446,0.69,0.0,0.161,0.168,168.002
885,0.355,0.0962,-14.729,0.0395,0.956,1.76e-05,0.0866,0.201,144.58
886,0.669,0.684,-4.595,0.0585,0.252,0.0,0.72,0.466,96.097
887,0.566,0.769,-4.342,0.0872,0.0183,0.0,0.108,0.385,170.036
888,0.74,0.303,-8.612,0.117,0.835,0.0,0.0782,0.819,91.958
889,0.558,0.766,-5.953,0.231,0.263,0.0,0.32,0.182,96.281
890,0.599,0.639,-7.433,0.0268,0.359,1.19e-06,0.109,0.681,96.009
891,0.792,0.832,-4.29,0.0493,0.073,0.038,0.245,0.794,110.01
892,0.588,0.757,-2.415,0.0716,0.327,0.0,0.323,0.836,122.813
893,0.602,0.678,-6.57,0.0565,0.152,0.0,0.0729,0.217,88.992
894,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052
895,0.712,0.694,-6.621,0.0479,0.05,0.000377,0.0904,0.643,114.975
896,0.375,0.818,-4.031,0.141,0.084,0.0,0.0569,0.333,112.887
897,0.754,0.824,-2.453,0.039,0.0506,7.92e-06,0.108,0.613,116.978
898,0.709,0.616,-6.246,0.213,0.38,1.57e-05,0.312,0.576,91.921
899,0.71,0.835,-3.983,0.044,0.0473,0.00551,0.131,0.537,98.452
900,0.589,0.787,-6.113,0.0559,0.00447,1.52e-05,0.0789,0.533,92.043
901,0.487,0.778,-4.914,0.137,0.0763,0.0,0.0434,0.584,100.039
902,0.654,0.62,-6.799,0.0467,0.131,0.0,0.112,0.386,141.923
903,0.613,0.731,-3.993,0.0625,0.177,0.0,0.107,0.322,107.071
904,0.739,0.734,-6.869,0.0782,0.111,0.0,0.127,0.308,100.973
905,0.741,0.845,-3.568,0.0381,0.15,0.0,0.174,0.926,129.939
906,0.689,0.679,-5.893,0.0517,0.195,0.00111,0.224,0.475,149.972
907,0.343,0.827,-6.327,0.0377,0.000886,1.08e-06,0.315,0.541,89.397
908,0.453,0.819,-4.698,0.237,0.0311,0.0,0.227,0.853,87.177
909,0.577,0.833,-3.337,0.0695,0.0137,0.0,0.121,0.58,107.936
910,0.419,0.84,-4.071,0.0582,0.0801,1.84e-05,0.229,0.366,121.081
911,0.603,0.723,-5.89,0.0454,0.025,0.0,0.0824,0.382,114.966
912,0.466,0.569,-9.936,0.11,0.416,8.1e-05,0.143,0.17,113.845
913,0.492,0.267,-9.25,0.0336,0.8,0.0,0.249,0.137,117.679
914,0.732,0.57,-5.588,0.034,0.052,1.73e-06,0.0733,0.442,123.963
915,0.615,0.68,-4.582,0.0286,0.364,1.75e-06,0.115,0.702,149.992
916,0.539,0.859,-4.465,0.0399,0.0317,0.0,0.102,0.456,89.937
917,0.643,0.72,-7.146,0.0527,0.014,0.0,0.0834,0.491,96.028
918,0.634,0.516,-6.05,0.0373,0.4,0.0,0.142,0.769,153.831
919,0.517,0.776,-5.271,0.0362,0.0144,0.0,0.113,0.448,96.002
920,0.673,0.827,-3.162,0.0389,0.00661,0.0,0.18,0.947,126.073
921,0.6,0.851,-4.645,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007
922,0.544,0.759,-4.506,0.0374,0.053,5.87e-05,0.0992,0.386,107.904
923,0.56,0.783,-3.215,0.0332,0.459,0.0,0.162,0.616,143.966
924,0.552,0.402,-7.431,0.0262,0.676,0.0,0.0928,0.382,103.313
925,0.636,0.777,-3.721,0.0488,0.327,0.0,0.158,0.9,154.96
926,0.56,0.736,-7.306,0.0446,0.341,9.81e-06,0.155,0.824,79.843
927,0.543,0.88,-4.094,0.0276,0.0109,0.0,0.0717,0.378,100.031
928,0.606,0.652,-6.982,0.0281,0.323,0.0,0.201,0.476,97.155
929,0.609,0.884,-4.235,0.034,0.00191,0.0,0.109,0.949,127.974
930,0.503,0.844,-4.372,0.0365,0.0268,0.0,0.0868,0.471,151.911
931,0.719,0.817,-5.83,0.0739,0.0733,2.47e-05,0.299,0.613,109.978
932,0.628,0.757,-3.561,0.0281,0.113,0.0,0.263,0.727,96.016
933,0.63,0.912,-3.35,0.0337,0.000705,7.86e-05,0.0788,0.919,122.981
934,0.705,0.531,-7.031,0.0281,0.0135,2.11e-06,0.16,0.425,107.013
935,0.565,0.825,-4.245,0.0417,0.00303,0.0,0.0779,0.609,160.003
936,0.591,0.8,-5.786,0.041,0.0726,0.0,0.326,0.629,106.016
937,0.614,0.593,-5.414,0.0258,0.028,0.0,0.182,0.512,82.0
938,0.538,0.752,-5.106,0.0396,0.0608,5.39e-06,0.118,0.217,139.984
939,0.44,0.793,-3.95,0.0502,0.0677,0.0,0.0788,0.447,143.599
940,0.395,0.541,-5.484,0.0319,0.319,3.03e-05,0.0857,0.237,80.365
941,0.499,0.782,-5.86,0.0401,0.00528,0.0,0.08,0.586,160.059
942,0.594,0.966,-4.627,0.0601,0.083,0.0,0.0829,0.637,124.032
943,0.739,0.682,-3.728,0.205,0.129,0.0,0.328,0.634,131.983
944,0.652,0.712,-4.588,0.0388,0.596,0.0,0.0814,0.553,120.063
945,0.66,0.83,-5.099,0.029,0.292,0.0,0.141,0.856,122.079
946,0.615,0.755,-4.274,0.0398,0.0261,0.0,0.076,0.853,165.051
947,0.572,0.794,-3.224,0.0455,0.395,0.0,0.23,0.79,148.095
948,0.646,0.781,-4.616,0.0313,0.208,0.0,0.125,0.565,94.975
949,0.476,0.386,-7.528,0.0265,0.343,0.0,0.0905,0.215,149.996
950,0.423,0.813,-5.011,0.0507,0.218,1.62e-06,0.0732,0.421,173.995
951,0.447,0.778,-3.339,0.0338,0.00856,0.0,0.111,0.425,203.876
952,0.57,0.682,-5.747,0.027,0.0601,0.000125,0.0975,0.472,103.044
953,0.517,0.813,-6.325,0.0558,0.0153,0.0,0.106,0.444,83.005
954,0.496,0.473,-6.675,0.0253,0.35,0.0,0.124,0.344,145.939
955,0.526,0.85,-4.47,0.0313,0.023,0.0,0.0948,0.338,141.973
956,0.686,0.9,-4.406,0.0614,0.068,0.0,0.0985,0.962,155.963
957,0.655,0.56,-6.857,0.0486,0.749,0.0,0.115,0.599,140.975
958,0.465,0.832,-4.112,0.0623,0.0207,0.0,0.117,0.64,186.082
959,0.666,0.8,-6.363,0.0295,0.0266,0.0,0.269,0.708,94.011
960,0.573,0.844,-5.242,0.0458,0.00533,0.0,0.0872,0.448,95.999
961,0.573,0.846,-4.866,0.0344,0.00372,7.87e-05,0.29,0.562,127.061
962,0.31,0.552,-5.967,0.0303,0.344,0.0,0.0689,0.244,145.908
963,0.628,0.653,-6.835,0.0307,0.00869,0.0,0.259,0.591,115.012
964,0.581,0.197,-7.697,0.0329,0.88,0.0,0.107,0.349,130.367
965,0.76,0.559,-9.487,0.0277,0.0297,0.00899,0.102,0.328,126.772
966,0.597,0.612,-10.626,0.031,0.00479,0.0221,0.139,0.637,109.688
967,0.515,0.521,-11.12,0.0265,0.0409,0.00378,0.224,0.362,67.136
968,0.633,0.384,-12.168,0.0266,0.0282,4.42e-05,0.0517,0.262,97.568
969,0.399,0.768,-6.733,0.0438,0.22,0.551,0.161,0.387,171.223
970,0.396,0.179,-15.945,0.046,0.844,0.00104,0.0933,0.219,166.98
971,0.671,0.553,-11.55,0.0397,0.0066,0.0175,0.106,0.376,121.9
972,0.588,0.856,-6.145,0.0275,0.00516,0.000941,0.122,0.669,97.582
973,0.555,0.895,-7.637,0.0499,0.00898,0.00181,0.26,0.491,143.326
974,0.879,0.51,-12.232,0.065,0.0348,0.0,0.0739,0.824,120.988
975,0.593,0.88,-5.333,0.029,1.97e-05,0.00254,0.0948,0.69,125.49
976,0.551,0.484,-7.262,0.0242,0.48,4.48e-06,0.113,0.181,79.696
977,0.56,0.437,-9.978,0.034,0.43,0.00222,0.0885,0.365,154.884
978,0.382,0.831,-7.104,0.0518,0.00218,8.83e-05,0.161,0.613,170.053
979,0.642,0.696,-6.212,0.0443,0.22,0.0,0.137,0.768,129.896
980,0.394,0.964,-5.014,0.115,0.1,0.192,0.12,0.48,147.49
981,0.576,0.411,-8.158,0.0266,0.474,3.3e-06,0.109,0.406,147.494
982,0.937,0.51,-8.626,0.054,0.249,1.93e-06,0.0543,0.697,109.202
983,0.425,0.749,-7.648,0.111,0.353,0.0,0.158,0.698,97.533
984,0.691,0.899,-3.471,0.0493,0.0518,2.23e-06,0.217,0.754,103.051
985,0.365,0.864,-10.88,0.367,0.0642,9.71e-05,0.192,0.52,139.661
986,0.623,0.787,-8.519,0.0356,0.112,0.0,0.139,0.769,133.91
987,0.654,0.64,-8.016,0.0422,0.00393,0.29,0.0539,0.644,143.315
988,0.606,0.694,-8.801,0.0263,0.0655,0.000446,0.306,0.709,109.874
989,0.439,0.821,-8.535,0.0973,0.38,4.95e-06,0.609,0.472,111.242
990,0.711,0.655,-5.472,0.0456,0.0863,0.0883,0.0942,0.929,173.939
991,0.606,0.655,-13.816,0.033,0.0444,0.0,0.134,0.793,128.173
992,0.515,0.766,-12.768,0.0343,0.0249,0.00103,0.455,0.774,146.911
993,0.643,0.847,-6.524,0.0603,0.203,0.0,0.217,0.952,130.202
994,0.393,0.896,-4.902,0.0671,0.000443,0.0,0.0774,0.793,177.981
995,0.588,0.641,-12.205,0.0312,0.0841,0.000663,0.303,0.548,119.374
996,0.308,0.376,-15.24,0.0626,0.116,2.52e-06,0.166,0.158,186.047
997,0.871,0.298,-15.41,0.0547,0.0118,8.23e-06,0.103,0.327,109.67
998,0.542,0.444,-11.567,0.0295,0.212,0.0519,0.102,0.827,171.719
999,0.587,0.757,-9.112,0.0307,0.00023,0.775,0.649,0.592,112.144
1000,0.47,0.844,-7.337,0.0468,0.262,0.0,0.163,0.794,157.992
1001,0.589,0.768,-11.493,0.0417,0.104,0.0,0.0897,0.694,109.127
1002,0.523,0.69,-13.527,0.0414,0.21,0.0,0.243,0.845,173.266
1003,0.67,0.591,-6.012,0.0646,0.62,0.0,0.379,0.8,91.439
1004,0.357,0.653,-5.554,0.0654,0.0828,0.0,0.0844,0.522,176.647
1005,0.324,0.84,-7.31,0.0489,0.358,0.000239,0.367,0.576,136.136
1006,0.608,0.768,-9.911,0.0364,0.101,1.41e-06,0.0942,0.748,132.699
1007,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852
1008,0.406,0.124,-19.825,0.0342,0.613,1.08e-06,0.108,0.316,168.4
1009,0.579,0.654,-12.421,0.0553,0.121,3.62e-06,0.0673,0.616,129.537
1010,0.487,0.464,-13.494,0.0353,0.105,0.00017,0.0767,0.214,97.53
1011,0.794,0.427,-15.492,0.029,0.334,1.04e-05,0.0703,0.751,105.732
1012,0.739,0.459,-14.42,0.0294,0.129,0.0194,0.0474,0.892,107.115
1013,0.671,0.373,-18.064,0.0323,0.257,7.95e-05,0.0481,0.732,92.717
1014,0.653,0.677,-12.244,0.0396,0.249,0.0,0.403,0.888,114.37
1015,0.625,0.726,-11.402,0.0444,0.0158,0.000169,0.0625,0.507,124.945
1016,0.522,0.559,-13.641,0.0387,0.546,0.00565,0.188,0.908,176.894
1017,0.612,0.24,-12.821,0.033,0.745,7.86e-05,0.115,0.223,122.565
1018,0.515,0.878,-6.808,0.0707,4.7e-05,0.000349,0.138,0.371,131.268
1019,0.446,0.239,-13.945,0.0316,0.551,4.1e-06,0.0697,0.298,189.507
1020,0.661,0.908,-4.897,0.039,0.052,0.0,0.0708,0.656,144.091
1021,0.475,0.702,-8.035,0.0439,0.0817,6.03e-06,0.195,0.687,105.763
1022,0.605,0.531,-14.007,0.0347,0.308,0.00549,0.194,0.58,132.874
1023,0.567,0.697,-12.855,0.0405,0.0286,7.05e-05,0.106,0.696,142.559
1024,0.682,0.752,-10.254,0.0278,0.0122,4.38e-05,0.298,0.909,125.468
1025,0.529,0.932,-7.501,0.0488,0.00251,0.00109,0.136,0.571,138.158
1026,0.228,0.872,-5.479,0.0648,0.00672,0.0,0.242,0.278,91.724
1027,0.283,0.508,-9.169,0.0303,0.125,0.0,0.148,0.141,147.636
1028,0.516,0.486,-11.81,0.0272,0.0987,1.48e-06,0.143,0.471,132.542
1029,0.483,0.786,-5.735,0.0319,0.00316,8.86e-05,0.446,0.793,126.748
1030,0.497,0.849,-5.352,0.0612,0.00985,0.0,0.106,0.72,169.937
1031,0.449,0.901,-7.711,0.0526,0.141,0.0675,0.128,0.696,125.148
1032,0.494,0.698,-12.049,0.0553,0.0397,0.00634,0.152,0.778,95.842
1033,0.696,0.736,-7.283,0.048,0.255,0.0,0.117,0.917,88.133
1034,0.709,0.751,-6.594,0.0611,0.0226,0.000735,0.255,0.966,122.428
1035,0.492,0.659,-11.989,0.0524,0.18,0.00446,0.267,0.514,156.983
1036,0.673,0.341,-19.473,0.0362,0.00452,0.00043,0.0441,0.766,143.882
1037,0.705,0.806,-4.83,0.0814,0.229,0.0,0.0676,0.763,117.945
1038,0.656,0.55,-12.327,0.029,0.164,0.0802,0.0833,0.516,133.732
1039,0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798
1040,0.274,0.949,-8.642,0.0896,0.0214,0.00778,0.218,0.497,100.346
1041,0.482,0.601,-12.846,0.0486,0.00853,0.000187,0.249,0.774,125.619
1042,0.46,0.622,-13.045,0.0345,0.249,9.26e-05,0.354,0.261,135.811
1043,0.573,0.907,-4.138,0.0372,0.0308,3.02e-06,0.415,0.837,128.87
1044,0.455,0.511,-16.603,0.0317,0.0733,0.00487,0.604,0.8,136.302
1045,0.445,0.955,-8.027,0.0856,0.0326,0.284,0.317,0.336,123.343
1046,0.637,0.738,-5.738,0.0424,0.0125,0.00148,0.137,0.665,105.905
1047,0.815,0.438,-14.522,0.0346,0.216,0.000466,0.0787,0.552,108.965
1048,0.453,0.672,-9.506,0.0356,0.00266,5.51e-05,0.118,0.375,113.338
1049,0.566,0.751,-10.649,0.0587,0.0569,1.17e-05,0.0779,0.573,155.688
1050,0.774,0.633,-10.811,0.0669,0.108,0.0,0.0987,0.881,119.998
1051,0.625,0.679,-14.353,0.0359,0.00388,0.11,0.125,0.417,131.097
1052,0.746,0.578,-10.09,0.0314,0.123,0.000253,0.0784,0.831,117.103
1053,0.648,0.686,-11.793,0.0429,0.188,1.36e-06,0.172,0.971,155.592
1054,0.54,0.746,-9.412,0.045,0.13,8.73e-06,0.0976,0.826,163.809
1055,0.568,0.877,-9.506,0.0339,0.12,0.000168,0.0874,0.587,137.311
1056,0.62,0.885,-6.302,0.0338,0.00556,0.141,0.181,0.647,138.762
1057,0.605,0.413,-8.031,0.0326,0.481,0.0,0.114,0.553,115.313
1058,0.548,0.782,-11.38,0.0306,0.162,0.0271,0.153,0.762,101.26
1059,0.632,0.627,-10.764,0.0291,0.164,0.0,0.0756,0.698,100.169
1060,0.712,0.589,-9.798,0.0558,0.0406,0.0,0.115,0.973,154.311
1061,0.61,0.698,-11.423,0.0392,0.027,0.00626,0.369,0.577,103.049
1062,0.603,0.503,-11.13,0.0325,0.00356,0.0387,0.65,0.741,126.042
1063,0.615,0.857,-7.872,0.0369,0.0184,2.6e-05,0.0867,0.584,123.468
1064,0.602,0.796,-3.657,0.103,0.0682,0.12,0.15,0.265,126.06
1065,0.555,0.709,-4.928,0.0452,0.00118,0.0,0.113,0.387,91.982
1066,0.503,0.692,-5.836,0.202,0.00453,0.0,0.133,0.208,102.604
1067,0.587,0.828,-5.105,0.149,0.00364,0.0,0.327,0.519,123.884
1068,0.964,0.605,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994
1069,0.781,0.599,-6.501,0.0436,0.0109,1.12e-06,0.109,0.608,120.053
1070,0.764,0.672,-5.007,0.0471,0.0133,9.76e-05,0.197,0.779,127.969
1071,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963
1072,0.744,0.741,-4.981,0.0572,0.0271,0.00256,0.0928,0.562,128.023
1073,0.731,0.881,-3.484,0.0423,0.00169,0.000377,0.397,0.757,125.985
1074,0.705,0.781,-2.927,0.0792,0.247,0.0,0.107,0.55,100.008
1075,0.586,0.613,-5.593,0.0386,0.00441,0.000183,0.0853,0.319,114.101
1076,0.79,0.585,-6.058,0.0348,0.185,0.0,0.292,0.585,94.072
1077,0.688,0.706,-7.925,0.042,0.0752,0.0,0.0924,0.842,131.705
1078,0.61,0.607,-5.633,0.0344,0.0149,2.39e-06,0.186,0.139,120.488
1079,0.64,0.819,-4.108,0.455,0.533,0.0,0.156,0.623,166.012
1080,0.588,0.471,-7.287,0.0577,0.592,0.00146,0.0733,0.209,152.881
1081,0.732,0.439,-8.619,0.0293,0.869,0.0,0.0951,0.523,90.978
1082,0.62,0.69,-6.508,0.0493,0.0931,0.0,0.131,0.331,133.935
1083,0.68,0.446,-6.039,0.0281,0.256,0.0,0.0515,0.339,125.863
1084,0.479,0.211,-8.463,0.0476,0.849,0.0,0.102,0.435,179.539
1085,0.674,0.59,-10.66,0.0343,9.7e-05,0.958,0.18,0.181,142.031
1086,0.778,0.515,-9.232,0.138,0.356,0.0,0.207,0.262,128.184
1087,0.811,0.801,-6.0,0.0802,0.0548,2.09e-05,0.0742,0.693,105.055
1088,0.417,0.681,-7.166,0.0501,0.312,0.0,0.148,0.697,167.926
1089,0.715,0.5,-9.215,0.028,0.0179,0.03,0.0927,0.347,97.987
1090,0.521,0.667,-4.977,0.0458,0.509,0.0,0.102,0.494,91.007
1091,0.566,0.448,-8.508,0.276,0.0986,4.97e-06,0.147,0.368,184.563
1092,0.711,0.33,-8.061,0.129,0.891,0.0,0.116,0.376,69.924
1093,0.623,0.493,-7.727,0.0338,0.0632,0.0,0.104,0.594,81.019
1094,0.856,0.659,-5.16,0.129,0.192,0.0,0.0894,0.371,159.973
1095,0.653,0.794,-3.828,0.0894,0.121,0.0,0.365,0.645,93.008
1096,0.923,0.557,-7.467,0.368,0.00128,0.0,0.103,0.344,139.009
1097,0.468,0.437,-10.384,0.147,0.0505,0.0,0.054,0.399,101.027
1098,0.702,0.82,-4.747,0.216,0.485,0.0,0.448,0.666,100.019
1099,0.405,0.404,-8.954,0.208,0.682,0.0,0.0962,0.267,178.529
1100,0.968,0.785,-8.084,0.32,0.464,4.7e-06,0.272,0.803,119.953
1101,0.666,0.859,-6.666,0.0311,0.0179,0.00562,0.281,0.518,125.014
1102,0.653,0.785,-6.168,0.0743,0.388,1.04e-05,0.0808,0.667,97.996
1103,0.607,0.85,-4.831,0.398,0.1,0.0,0.119,0.44,130.756
1104,0.638,0.629,-7.491,0.0834,0.211,0.000653,0.164,0.337,99.973
1105,0.771,0.783,-5.644,0.0366,0.0103,0.0,0.702,0.583,110.001
1106,0.596,0.851,-4.245,0.121,0.0358,3.19e-05,0.365,0.612,202.049
1107,0.433,0.745,-4.632,0.0377,0.221,0.0,0.0981,0.588,95.472
1108,0.734,0.429,-6.511,0.16,0.305,0.0,0.0659,0.372,83.022
1109,0.713,0.764,-5.999,0.398,0.357,0.0,0.0784,0.45,82.86
1110,0.551,0.372,-9.173,0.0872,0.852,0.0015,0.112,0.309,135.522
1111,0.416,0.121,-13.147,0.0502,0.893,6.94e-06,0.107,0.245,88.395
1112,0.86,0.625,-6.922,0.105,0.179,0.000136,0.3,0.221,120.994
1113,0.68,0.666,-5.698,0.0441,0.0217,0.0,0.125,0.501,74.0
1114,0.717,0.507,-8.595,0.0445,0.0741,3.21e-05,0.241,0.198,100.017
1115,0.622,0.562,-6.912,0.0421,0.163,0.00221,0.123,0.435,140.009
1116,0.579,0.808,-5.414,0.182,0.0174,0.0,0.284,0.679,183.92
1117,0.602,0.797,-5.084,0.0534,0.055,0.0,0.187,0.492,92.928
1118,0.785,0.617,-5.871,0.0522,0.00902,0.00246,0.351,0.382,103.981
1119,0.804,0.65,-7.79,0.118,0.0606,7.05e-05,0.102,0.397,117.984
1120,0.448,0.817,-4.069,0.386,0.128,0.0,0.105,0.709,83.015
1121,0.786,0.69,-4.665,0.04,0.0865,9.03e-05,0.238,0.485,122.006
1122,0.576,0.777,-5.035,0.458,0.0231,0.0,0.366,0.259,145.2
1123,0.747,0.477,-11.062,0.276,0.0962,0.0,0.114,0.321,93.44
1124,0.688,0.532,-8.361,0.0875,0.0356,3.08e-06,0.172,0.565,164.068
1125,0.553,0.703,-6.414,0.0439,0.105,0.0,0.21,0.33,100.006
1126,0.564,0.552,-5.438,0.055,0.439,0.0,0.163,0.26,119.907
1127,0.667,0.72,-7.026,0.11,0.351,4.26e-06,0.138,0.242,101.964
1128,0.598,0.532,-6.833,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963
1129,0.524,0.505,-8.256,0.275,0.0121,1.28e-06,0.225,0.306,189.978
1130,0.602,0.725,-3.054,0.0393,0.174,0.0,0.0786,0.304,122.803
1131,0.895,0.489,-10.291,0.25,0.0131,0.00172,0.142,0.245,83.521
1132,0.459,0.706,-4.467,0.033,0.36,1.62e-06,0.256,0.315,65.163
1133,0.562,0.569,-4.798,0.0459,0.0906,0.0,0.0846,0.261,132.797
1134,0.835,0.719,-5.167,0.0559,0.0182,1.9e-05,0.127,0.532,119.946
1135,0.544,0.417,-4.387,0.0247,0.586,0.0,0.085,0.207,95.156
1136,0.815,0.816,-5.474,0.269,0.00299,0.0,0.159,0.498,181.967
1137,0.563,0.717,-5.186,0.337,0.000874,0.0,0.183,0.427,82.064
1138,0.727,0.72,-5.856,0.0488,0.0626,1.21e-06,0.176,0.589,140.08
1139,0.768,0.471,-8.406,0.259,0.0201,0.0,0.268,0.405,131.023
1140,0.909,0.546,-7.513,0.175,0.000704,0.000823,0.36,0.0986,138.043
1141,0.855,0.478,-9.116,0.193,0.00759,0.0,0.101,0.284,130.018
1142,0.936,0.588,-6.948,0.136,0.0146,0.0,0.139,0.238,124.987
1143,0.672,0.82,-5.473,0.0767,0.0342,6.67e-06,0.0921,0.463,100.069
1144,0.921,0.467,-8.443,0.119,0.0149,0.000238,0.334,0.287,135.995
1145,0.896,0.515,-5.395,0.183,0.0338,0.0,0.317,0.174,138.016
1146,0.72,0.893,-3.279,0.0376,0.0109,2.52e-05,0.0729,0.795,100.96
1147,0.553,0.807,-5.805,0.0428,0.0125,0.00222,0.302,0.575,151.916
1148,0.391,0.8,-2.761,0.0523,0.00977,3.08e-06,0.329,0.398,83.81
1149,0.552,0.804,-4.299,0.0303,0.00598,0.0,0.111,0.714,95.98
1150,0.343,0.827,-6.327,0.0377,0.000886,1.08e-06,0.315,0.541,89.397
1151,0.568,0.961,-2.182,0.065,0.00428,0.0,0.138,0.924,148.126
1152,0.489,0.833,-5.348,0.054,0.0036,1.33e-06,0.111,0.307,135.431
1153,0.4,0.984,-3.449,0.0566,0.0091,0.000212,0.374,0.475,88.034
1154,0.577,0.936,-2.924,0.078,0.043,1.74e-05,0.413,0.899,168.879
1155,0.437,0.902,-5.286,0.0656,8.22e-05,0.0197,0.264,0.392,108.951
1156,0.547,0.944,-3.304,0.0507,4.81e-05,0.0451,0.195,0.364,93.966
1157,0.53,0.863,-7.489,0.0275,0.00731,0.263,0.0932,0.574,118.0
1158,0.565,0.85,-4.256,0.0366,0.00555,4.35e-05,0.113,0.26,92.01
