,Artist,Position,Streams,Track Name,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
178,Official HIGE DANdism,179,74567,LADY,0.0746,https://api.spotify.com/v1/audio-analysis/3SvfMMAkNKJWwvTPQEvAto,0.536,281518,0.493,3SvfMMAkNKJWwvTPQEvAto,0.0,9,0.12,-4.921,1,0.0283,143.976,4,https://api.spotify.com/v1/tracks/3SvfMMAkNKJWwvTPQEvAto,audio_features,spotify:track:3SvfMMAkNKJWwvTPQEvAto,0.53
179,Jonas Blue,180,74532,Rise,0.327,https://api.spotify.com/v1/audio-analysis/5ZSl6gDoV6bPPxzmLeneV9,0.687,194408,0.785,5ZSl6gDoV6bPPxzmLeneV9,0.0,1,0.203,-4.65,1,0.0333,106.046,4,https://api.spotify.com/v1/tracks/5ZSl6gDoV6bPPxzmLeneV9,audio_features,spotify:track:5ZSl6gDoV6bPPxzmLeneV9,0.655
180,ORANGE RANGE,181,74259,Ikenai Taiyou,0.000301,https://api.spotify.com/v1/audio-analysis/3q9TFQ5vOLgfIJ858l1tGc,0.512,239187,0.942,3q9TFQ5vOLgfIJ858l1tGc,1.21e-06,4,0.133,-4.336,0,0.045,145.059,4,https://api.spotify.com/v1/tracks/3q9TFQ5vOLgfIJ858l1tGc,audio_features,spotify:track:3q9TFQ5vOLgfIJ858l1tGc,0.833
181,Ariana Grande,182,74116,7 rings,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327
182,Taylor Swift,183,74093,Shake It Off,0.059,https://api.spotify.com/v1/audio-analysis/0cqRj7pUJDkTCEsJkx8snD,0.649,219200,0.795,0cqRj7pUJDkTCEsJkx8snD,0.0,7,0.132,-5.337,1,0.163,160.061,4,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,audio_features,spotify:track:0cqRj7pUJDkTCEsJkx8snD,0.915
183,Mr.Children,184,73855,innocent world,0.158,https://api.spotify.com/v1/audio-analysis/70xcWRujaf34LOu0Vdubtp,0.612,344907,0.664,70xcWRujaf34LOu0Vdubtp,0.0,4,0.278,-6.525,1,0.0267,119.826,4,https://api.spotify.com/v1/tracks/70xcWRujaf34LOu0Vdubtp,audio_features,spotify:track:70xcWRujaf34LOu0Vdubtp,0.662
184,ayaka,185,73524,三日月,0.293,https://api.spotify.com/v1/audio-analysis/5SDVaYU4nfaIV0rNSlWSCa,0.496,279013,0.476,5SDVaYU4nfaIV0rNSlWSCa,0.0,2,0.0771,-5.077,1,0.0266,143.758,4,https://api.spotify.com/v1/tracks/5SDVaYU4nfaIV0rNSlWSCa,audio_features,spotify:track:5SDVaYU4nfaIV0rNSlWSCa,0.405
185,Avicii,186,73181,Waiting For Love,0.31,https://api.spotify.com/v1/audio-analysis/2P4OICZRVAQcYAV2JReRfj,0.579,230613,0.736,2P4OICZRVAQcYAV2JReRfj,0.0,6,0.198,-3.863,0,0.0527,127.999,4,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj,audio_features,spotify:track:2P4OICZRVAQcYAV2JReRfj,0.613
186,Whiteberry,187,72983,夏祭り,0.109,https://api.spotify.com/v1/audio-analysis/51hE2l7cmVXtEpmJ0AGh4R,0.513,220707,0.775,51hE2l7cmVXtEpmJ0AGh4R,3.14e-06,5,0.26,-5.15,0,0.0467,140.977,4,https://api.spotify.com/v1/tracks/51hE2l7cmVXtEpmJ0AGh4R,audio_features,spotify:track:51hE2l7cmVXtEpmJ0AGh4R,0.65
187,BTS,188,72861,FAKE LOVE,0.00267,https://api.spotify.com/v1/audio-analysis/3aW0ds4A4tSQDIp75FqWTo,0.557,242334,0.719,3aW0ds4A4tSQDIp75FqWTo,0.0,2,0.306,-4.515,0,0.0372,77.501,4,https://api.spotify.com/v1/tracks/3aW0ds4A4tSQDIp75FqWTo,audio_features,spotify:track:3aW0ds4A4tSQDIp75FqWTo,0.344
188,Mr.Children,189,72712,シーソーゲーム~勇敢な恋の歌~,0.142,https://api.spotify.com/v1/audio-analysis/20VGCJzkwHCgchhy5JwKq1,0.594,269867,0.851,20VGCJzkwHCgchhy5JwKq1,0.0,4,0.358,-5.652,1,0.0292,135.051,4,https://api.spotify.com/v1/tracks/20VGCJzkwHCgchhy5JwKq1,audio_features,spotify:track:20VGCJzkwHCgchhy5JwKq1,0.783
189,King Gnu,190,72540,Sorrows,0.00357,https://api.spotify.com/v1/audio-analysis/74Cc2tYo3flxhnCHl2Ggra,0.524,220893,0.946,74Cc2tYo3flxhnCHl2Ggra,0.0,5,0.321,-3.638,1,0.156,149.961,4,https://api.spotify.com/v1/tracks/74Cc2tYo3flxhnCHl2Ggra,audio_features,spotify:track:74Cc2tYo3flxhnCHl2Ggra,0.383
190,balloon,191,72460,シャルル,0.0239,https://api.spotify.com/v1/audio-analysis/54ezuGQj5s0ot4J7ktWb2h,0.517,233875,0.848,54ezuGQj5s0ot4J7ktWb2h,0.0,10,0.237,-2.971,1,0.0992,144.938,4,https://api.spotify.com/v1/tracks/54ezuGQj5s0ot4J7ktWb2h,audio_features,spotify:track:54ezuGQj5s0ot4J7ktWb2h,0.577
